,Name,Year,Value,Area,Area_Percentage
5117,SAL1,2021,411.0,200.4199999999999,2.8638260842229513
5118,SAL1,2021,422.0,77.88999999999999,1.1129798108977436
5119,SAL1,2021,459.0,2378.659999999997,33.98896593901687
5120,SAL1,2021,9002.0,49.7,0.7101694261345213
5121,SAL1,2021,9012.0,0.08,0.001143129860981121
5122,SAL1,2021,9018.0,683.2499999999999,9.763043468941882
5123,SAL1,2021,9020.0,857.1799999999982,12.248350677947439
5124,SAL1,2021,9023.0,1146.48,16.382194037720442
5125,SAL1,2021,9024.0,609.6899999999997,8.71193556176974
5126,SAL1,2021,9025.0,136.51999999999998,1.9507511077642825
5127,SAL1,2021,9029.0,148.45,2.1212203482830922
5128,SAL1,2022,115.0,105.33000000000004,1.5050733532142684
5129,SAL1,2022,131.0,88.83999999999997,1.269445710619534
5130,SAL1,2022,132.0,110.16,1.574089818571003
5131,SAL1,2022,171.0,14.219999999999999,0.20319133278939414
5132,SAL1,2022,311.0,19.089999999999993,0.2727793630766198
5133,SAL1,2022,411.0,62.750000000000014,0.8966424847070666
5134,SAL1,2022,422.0,28.33,0.40481086201993927
5135,SAL1,2022,459.0,2929.699999999997,41.86284442145482
5136,SAL1,2022,9002.0,49.7,0.7101694261345212
5137,SAL1,2022,9012.0,0.08,0.0011431298609811205
5138,SAL1,2022,9018.0,683.2499999999999,9.763043468941882
5139,SAL1,2022,9020.0,865.7399999999986,12.370665573072422
5140,SAL1,2022,9023.0,1146.48,16.38219403772044
5141,SAL1,2022,9024.0,609.6899999999997,8.711935561769737
5142,SAL1,2022,9025.0,136.51999999999998,1.950751107764282
5143,SAL1,2022,9029.0,148.45,2.121220348283092
5144,SAL2,2005,115.0,222.46999999999986,2.907838498438052
5145,SAL2,2005,131.0,203.53000000000003,2.660279451553455
5146,SAL2,2005,132.0,299.13999999999976,3.909969022442391
5147,SAL2,2005,140.0,121.88999999999996,1.5931875514658795
5148,SAL2,2005,155.0,112.67,1.4726757028768622
5149,SAL2,2005,311.0,54.760000000000005,0.7157514998627583
5150,SAL2,2005,411.0,116.13999999999994,1.5180310298404074
5151,SAL2,2005,422.0,39.019999999999996,0.5100186911001612
5152,SAL2,2005,459.0,2532.6099999999974,33.102984040676006
5153,SAL2,2005,9002.0,78.02,1.01977596821206
5154,SAL2,2005,9012.0,132.16,1.7274236344386802
5155,SAL2,2005,9018.0,883.5899999999988,11.54913929444364
5156,SAL2,2005,9020.0,331.6699999999997,4.335158874351365
5157,SAL2,2005,9023.0,1465.3399999999995,19.153018678029472
5158,SAL2,2005,9024.0,682.3799999999995,8.919183865528646
5159,SAL2,2005,9025.0,146.98,1.9211313997412018
5160,SAL2,2005,9029.0,228.33,2.98443279699897
5161,SAL2,2006,115.0,193.12000000000015,2.5242134706628194
5162,SAL2,2006,131.0,189.49,2.4767668317931717
5163,SAL2,2006,132.0,271.6399999999999,3.550524788581439
5164,SAL2,2006,140.0,112.14999999999992,1.465878939182036
5165,SAL2,2006,155.0,98.11999999999995,1.2824970264158841
5166,SAL2,2006,171.0,1.41,0.018429686172507107
5167,SAL2,2006,311.0,59.100000000000016,0.7724783353157236
5168,SAL2,2006,411.0,146.07000000000002,1.909237063275258
5169,SAL2,2006,422.0,70.67,0.9237063275255869
5170,SAL2,2006,459.0,2537.759999999997,33.17029814265361
5171,SAL2,2006,9002.0,77.69999999999999,1.0155933443998597
5172,SAL2,2006,9012.0,127.91000000000003,1.671873161932897
5173,SAL2,2006,9018.0,872.3199999999989,11.401832512057718
5174,SAL2,2006,9020.0,367.88999999999976,4.808579607094777
5175,SAL2,2006,9023.0,1465.1999999999994,19.15118878011163
5176,SAL2,2006,9024.0,684.8399999999996,8.951337786084936
5177,SAL2,2006,9025.0,146.98,1.9211313997412018
5178,SAL2,2006,9029.0,228.33,2.9844327969989703
5179,SAL2,2007,115.0,222.70999999999987,2.910975466297202
5180,SAL2,2007,131.0,197.08000000000013,2.575973440338796
5181,SAL2,2007,132.0,295.17999999999995,3.8582090527664157
5182,SAL2,2007,140.0,91.28999999999996,1.193224149424236
5183,SAL2,2007,155.0,106.21,1.3882389846680705
5184,SAL2,2007,171.0,0.37,0.004836158782856474
5185,SAL2,2007,311.0,50.29,0.6573254734860867
5186,SAL2,2007,411.0,156.48000000000002,2.045303044165895
